product_type,premium_mode,payment_method,agent_channel,underwriting_class,e_bill_enrolled,portal_account_created,customer_service_contacts_30d,email_open_rate_30d,age_at_issue,credit_proxy_score,has_prior_aaa_membership,tenure_aaa_membership_months,uw_decision_days,first_premium_paid_days,face_amount,lapse_12m
whole_life,monthly,ach,independent,preferred,1,1,1,0.0,50,0.7718096873636868,1,17,13,2,164471,1
ul,monthly,credit_card,independent,standard,1,1,0,0.3038199351687172,56,0.11643389863368236,0,0,15,2,278053,1
ul,quarterly,check,captive,standard,1,1,1,0.1758446103863776,66,0.7542796861925096,1,84,16,6,105814,1
whole_life,quarterly,check,independent,preferred,1,1,0,0.31953699654702605,33,0.7577211705948622,1,84,15,0,209830,1
term_20,monthly,ach,independent,preferred,0,1,0,0.7277105263783086,68,1.0,0,0,12,8,237828,0
term_10,monthly,credit_card,captive,pref_plus,1,1,0,0.3045562602981563,39,0.5550378583573117,1,113,28,1,268255,1
whole_life,monthly,ach,captive,substandard,1,1,0,0.3549918455394575,53,0.5064021988703012,1,76,7,7,296969,0
term_20,monthly,credit_card,captive,standard,1,1,0,0.2841854770702895,60,0.6216623242145899,0,0,9,13,347619,0
term_20,monthly,ach,independent,standard,0,0,0,0.7751865089853105,52,0.7007673415884539,0,0,12,7,130781,0
term_20,monthly,credit_card,captive,preferred,0,0,0,0.0,22,0.5837585087603536,0,0,15,5,312422,0
iul,semiannual,ach,independent,preferred,1,1,0,0.33872668209962303,63,0.3870510033161968,0,0,24,7,387168,1
whole_life,monthly,ach,captive,pref_plus,1,1,0,0.27687886438245285,22,0.7005357897151581,1,13,11,1,212961,0
term_20,annual,ach,independent,preferred,1,1,0,0.10576570863247453,46,0.5998816997108597,0,0,15,4,202964,1
whole_life,monthly,ach,independent,preferred,0,0,0,0.6704436398912279,53,0.41852679163146533,0,0,14,0,259583,1
term_20,annual,ach,independent,preferred,0,0,0,0.08937922882566168,32,0.3075288965424093,1,21,11,0,237915,0
term_20,monthly,credit_card,captive,pref_plus,0,1,0,0.35811065025838235,58,1.0,0,0,19,4,232558,0
term_20,quarterly,credit_card,captive,preferred,0,0,1,0.4342536311125604,49,0.7497678297954804,0,0,14,3,364794,0
term_20,annual,credit_card,independent,preferred,0,1,0,0.2998157258988518,39,0.7006890258929844,0,0,17,4,440149,1
whole_life,monthly,credit_card,captive,preferred,1,1,1,0.10314723785046842,27,0.5793042618830965,1,98,10,3,223965,1
term_10,monthly,ach,captive,standard,1,1,0,0.41634799450513527,53,0.7241977567794147,0,0,8,1,434976,0
ul,semiannual,ach,captive,standard,0,0,1,0.29763365197587416,25,0.4105887431309196,1,16,9,6,221553,0
term_20,monthly,ach,captive,pref_plus,1,1,0,0.6117297092139682,65,0.635891612756463,0,0,13,0,310533,1
whole_life,semiannual,ach,independent,standard,0,0,0,0.5532222696368538,25,0.6437391704818635,0,0,18,4,166320,0
whole_life,semiannual,credit_card,captive,preferred,0,1,0,0.8388553587412458,24,0.4150433275369765,0,0,24,7,179324,1
whole_life,semiannual,credit_card,captive,preferred,1,1,1,0.4719952476770974,30,0.5811998683678361,0,0,13,5,223966,1
whole_life,monthly,credit_card,captive,standard,1,1,0,0.5678502216941343,61,0.5257025540510385,1,74,23,2,316508,1
iul,monthly,credit_card,captive,pref_plus,0,1,0,0.3782130250882759,62,0.46248869475900517,1,108,15,0,266616,1
term_20,monthly,ach,captive,standard,0,1,0,0.7923458644537,49,0.5030068232716095,0,0,7,1,118421,1
whole_life,monthly,credit_card,independent,preferred,1,1,0,0.45205382307130426,59,0.2927663449657011,0,0,12,11,143326,0
whole_life,monthly,ach,independent,pref_plus,1,1,0,0.42948917368129524,41,0.7913050927566323,0,0,16,2,111731,0
term_10,monthly,credit_card,online,preferred,0,0,1,0.558115563555241,69,0.8812180159406657,1,94,17,2,275372,0
term_20,monthly,ach,captive,preferred,0,1,0,0.3210082249222163,22,0.43326120262874945,1,49,9,3,261759,1
term_20,quarterly,ach,captive,pref_plus,1,1,0,0.35007658159238353,50,0.799798565789648,0,0,9,4,260225,1
term_20,semiannual,ach,captive,preferred,1,1,0,0.5579717012248938,39,0.5942378581897081,1,90,9,0,259379,0
term_20,semiannual,ach,independent,preferred,0,1,0,0.5964467693723267,37,0.5981640455492141,1,91,10,6,189282,0
term_20,monthly,ach,independent,preferred,1,1,0,0.569413142410116,59,0.3668470568659355,0,0,13,4,263469,0
whole_life,monthly,ach,independent,pref_plus,1,1,0,0.4339634514332,58,0.49960773711729844,0,0,23,0,364615,1
term_10,semiannual,credit_card,captive,preferred,0,1,0,0.5040854702239682,47,0.6959059101184946,1,52,9,0,295448,1
ul,monthly,check,independent,preferred,0,0,1,0.6420845146966572,63,0.42443878990018413,0,0,2,0,156337,0
term_20,monthly,ach,online,preferred,1,1,0,0.23120490012597048,28,0.4664958010404371,0,0,1,0,223155,0
whole_life,quarterly,ach,captive,standard,0,1,0,0.4502785588471952,23,0.508539792547844,1,115,16,4,199678,1
term_10,semiannual,credit_card,independent,substandard,1,1,1,0.0,31,0.0,0,0,8,1,320479,0
term_20,semiannual,ach,independent,pref_plus,0,1,0,0.5980470561058506,24,0.6590895991384695,0,0,13,4,165358,0
term_10,quarterly,credit_card,captive,preferred,0,0,0,0.29347737841374233,62,0.714654219613363,1,45,7,4,264463,1
whole_life,monthly,ach,online,standard,0,1,0,0.2987882481570865,45,0.6656261784281687,0,0,11,0,222466,0
term_20,monthly,ach,independent,standard,1,1,0,0.4256201656548061,41,0.7697102071195575,1,96,10,1,187698,1
iul,annual,ach,independent,substandard,0,0,0,0.5738208649771003,44,0.5200746597747523,0,0,7,0,266529,0
term_20,quarterly,ach,captive,standard,1,1,0,0.928366955345655,24,0.9260137544979588,1,92,19,6,232218,1
term_20,annual,credit_card,captive,standard,0,1,0,0.13939298557676766,52,0.4479379967310788,1,107,19,2,309485,0
term_20,quarterly,credit_card,independent,pref_plus,0,1,0,0.28009778842412547,68,0.559594587190721,0,0,15,8,210903,0
whole_life,quarterly,ach,captive,preferred,0,1,0,0.4957370965215534,27,0.5418196101888275,1,41,24,8,155331,1
term_20,monthly,check,captive,standard,0,1,2,0.30465496492213623,32,0.6335329283978781,1,75,4,2,233411,0
term_20,monthly,ach,captive,preferred,0,1,0,0.6171876280913231,58,0.5568769752234574,1,71,10,0,270004,0
term_10,monthly,ach,captive,standard,1,1,0,0.41644087637615806,59,0.5814718024799388,0,0,9,0,298831,0
term_10,annual,credit_card,independent,substandard,1,1,0,0.6270620799511595,34,0.4778749440612001,1,36,16,5,235095,0
term_10,monthly,credit_card,captive,preferred,1,1,0,0.40030190256785547,20,0.5210713476465397,1,8,4,2,317442,0
iul,annual,ach,captive,preferred,0,1,0,0.5589768190625952,55,0.19783041748575442,1,30,16,0,142695,0
term_20,quarterly,ach,captive,standard,1,1,1,0.25857414121189215,32,0.7444381106881461,1,66,3,6,328378,1
term_10,monthly,ach,captive,standard,0,0,0,0.8374843069555999,60,0.4160431017908225,0,0,16,6,295526,1
iul,monthly,ach,captive,standard,1,1,0,0.11006810298229869,36,0.5116816742002406,1,117,18,0,214520,0
term_10,semiannual,credit_card,captive,standard,1,1,1,0.30844717053052484,68,0.4092436448723852,0,0,5,4,333853,0
term_20,quarterly,ach,captive,substandard,1,1,0,0.1659231896514471,62,0.702542715449649,0,0,9,5,274897,1
whole_life,monthly,credit_card,captive,preferred,0,1,0,0.6100596903752978,23,0.5021933957675999,1,40,19,9,352183,0
iul,monthly,ach,independent,pref_plus,0,0,0,0.5579221153308721,57,0.1602190613754632,0,0,20,2,187847,1
whole_life,monthly,ach,captive,pref_plus,1,1,0,0.20636241908031785,55,0.6505355029321055,1,25,3,3,195388,0
term_20,annual,ach,independent,preferred,0,0,1,0.6494227659592358,35,0.4654966853058039,1,27,14,5,293977,1
iul,quarterly,ach,captive,standard,0,1,0,0.31029156736721814,65,0.5957935033056982,1,115,15,8,255383,1
term_10,semiannual,credit_card,independent,preferred,0,0,0,0.5274637381476448,59,0.749793314602212,1,38,11,4,134823,0
iul,annual,check,independent,standard,0,0,0,0.574425692130758,33,0.4222403606324452,1,38,20,3,399607,1
ul,monthly,credit_card,captive,preferred,0,0,1,0.4010258514641383,60,0.5908417333978561,0,0,8,0,390146,0
iul,monthly,credit_card,independent,standard,1,1,1,0.6319706669290579,55,0.4611009058004395,1,40,9,1,265315,0
term_20,annual,ach,independent,preferred,1,1,1,0.42117830727427147,45,0.7776011813785129,0,0,8,2,195047,1
term_10,monthly,check,captive,preferred,1,1,1,0.5177471296907729,64,0.614212276796712,0,0,13,5,196859,0
whole_life,monthly,credit_card,independent,preferred,1,1,0,0.3951750107298241,45,0.5958439804615083,0,0,10,4,280942,0
term_20,monthly,credit_card,independent,preferred,1,1,0,0.07635550162092763,33,0.3766365742958888,1,76,17,0,364920,1
term_20,semiannual,ach,captive,preferred,0,1,0,0.425293075712177,45,0.7350352304946826,0,0,9,6,461618,1
iul,quarterly,ach,online,standard,0,0,1,0.27526678143420763,44,0.7578760451470322,1,27,11,2,225887,0
whole_life,semiannual,credit_card,captive,preferred,1,1,1,0.7284538135494433,28,0.4620939882412658,1,83,13,2,221519,1
term_20,semiannual,ach,independent,substandard,0,0,0,0.17716479069352198,48,0.6276989496194552,1,19,7,6,236768,0
term_20,quarterly,ach,independent,substandard,0,1,0,0.6950037594050222,60,0.7058399720339501,0,0,18,6,282686,0
term_10,quarterly,ach,online,preferred,0,0,0,0.41424565188262885,63,0.9992350736887847,1,84,16,4,181627,0
term_10,semiannual,credit_card,independent,pref_plus,0,1,0,0.5312404249153732,55,0.6704032459638383,1,9,16,10,140980,0
term_10,semiannual,ach,independent,pref_plus,0,0,1,0.17401669848922052,44,0.5999262292327558,0,0,6,0,231367,0
ul,monthly,credit_card,captive,preferred,1,1,0,0.3882419537677958,62,0.5719821278981572,0,0,21,6,274792,0
whole_life,monthly,credit_card,captive,preferred,1,1,0,0.3170760657629882,66,0.5826851970225302,1,74,1,0,387140,0
term_20,quarterly,ach,independent,standard,0,1,0,0.8706484953422478,60,0.738113689267209,0,0,16,2,163648,1
term_20,monthly,ach,captive,substandard,0,0,0,0.31213095051104034,59,0.44123371862839467,0,0,13,3,340352,1
whole_life,semiannual,check,independent,preferred,1,1,1,0.6806753264672575,59,0.767883193371941,1,5,16,2,241823,1
ul,quarterly,ach,captive,standard,0,1,0,0.6834729642531554,44,0.3225752810786468,0,0,11,0,230481,0
ul,monthly,ach,captive,standard,0,1,0,0.6778546494779314,59,0.7199406436637655,1,9,12,0,125851,1
term_20,quarterly,ach,captive,preferred,1,1,0,0.33122487928110245,39,0.7700650283816182,0,0,16,0,281353,0
ul,semiannual,ach,captive,standard,0,1,0,0.8109792324764808,67,0.7451115915252586,0,0,12,2,271994,1
term_20,quarterly,credit_card,captive,substandard,0,1,1,0.8524362783588022,64,0.6486696741801462,1,59,13,3,431421,1
term_20,monthly,ach,captive,substandard,1,1,1,0.523423243857911,50,0.6710805428940602,0,0,13,5,229355,0
ul,monthly,credit_card,online,standard,1,1,2,0.35692022704668497,55,0.5279636786891686,0,0,25,7,374284,1
term_20,quarterly,ach,independent,preferred,1,1,0,0.27787067157606626,61,0.3975083450032546,0,0,2,6,225615,0
term_20,quarterly,check,independent,preferred,0,1,0,0.5443518265207575,48,0.6449490142720841,1,11,20,6,222661,0
term_20,quarterly,credit_card,captive,substandard,1,1,0,0.46298045828144785,60,0.6124168286981327,0,0,15,0,115565,0
term_20,monthly,ach,captive,preferred,0,0,0,0.48654302736169713,56,0.766263322037789,0,0,14,7,341982,0
term_20,semiannual,credit_card,independent,preferred,1,1,0,0.180426424968542,33,0.5745697182747865,0,0,4,4,261020,1
whole_life,monthly,ach,captive,preferred,0,0,1,0.4565900265483459,27,0.628611009149035,1,34,19,0,249612,1
term_20,monthly,check,captive,preferred,1,1,0,0.6787697263980085,48,0.6517360928044148,0,0,5,7,226783,1
term_10,quarterly,credit_card,online,pref_plus,0,1,0,0.6130369277863336,20,0.7030307582032058,0,0,21,0,268838,0
ul,monthly,ach,captive,standard,1,1,0,0.36717561365548806,56,0.7707473347601361,0,0,9,0,193107,0
term_20,annual,ach,online,preferred,1,1,0,0.42819166160141087,54,0.4283276922333213,1,102,21,9,285976,0
iul,quarterly,check,captive,preferred,0,0,0,0.15633302045173786,25,0.7263066879499577,0,0,8,3,173632,0
term_10,quarterly,credit_card,captive,preferred,0,0,0,0.31694956373879646,35,0.5674975731854778,1,112,6,0,239285,0
term_20,quarterly,ach,captive,standard,0,1,1,0.3819943251965886,46,0.7156706015348756,1,73,11,0,289790,1
term_20,monthly,ach,online,standard,1,1,1,0.5766815834317163,56,0.8661250440610961,1,6,7,7,362609,0
ul,monthly,ach,independent,substandard,1,1,0,0.30873040516595424,20,0.22049192402241724,1,49,10,0,266788,1
term_10,quarterly,credit_card,independent,standard,1,1,1,0.24280301541773838,47,0.8186012047406397,1,21,22,2,353731,0
iul,quarterly,credit_card,captive,preferred,1,1,0,0.6015358173760942,32,0.5786912063533672,0,0,8,2,248995,1
term_20,monthly,credit_card,independent,standard,0,1,0,0.36547904731241665,39,0.44601739256357537,1,10,13,13,175191,0
term_20,quarterly,credit_card,independent,preferred,0,1,0,0.28221104961102955,44,0.5212467558973712,1,100,21,0,416527,0
term_20,semiannual,credit_card,independent,standard,0,0,0,0.6124823787854576,29,0.41434366450890625,0,0,13,0,240755,0
term_10,monthly,ach,independent,standard,0,1,0,0.5417565672180504,35,0.6913494533554887,0,0,19,0,325742,0
term_20,monthly,credit_card,independent,preferred,0,1,0,0.40850576009206124,40,0.41373420132609895,0,0,15,0,200339,1
term_20,monthly,ach,independent,preferred,0,0,0,0.37974385416101647,58,0.8167786087753435,1,36,18,3,291659,1
term_20,semiannual,credit_card,captive,standard,1,1,2,0.5259056367300197,34,0.7245449764308597,0,0,11,1,277562,0
whole_life,annual,ach,independent,preferred,0,1,0,0.5577530991353271,51,0.6408879742521437,0,0,15,6,249984,1
term_20,quarterly,credit_card,captive,standard,1,1,0,0.49178234212680444,38,0.23349355497157265,0,0,23,3,412323,0
term_10,monthly,credit_card,online,preferred,0,0,0,0.47412791620728156,33,0.3619403792264615,0,0,10,0,284300,1
term_10,semiannual,credit_card,captive,standard,1,1,0,0.3286750168341465,25,0.5855727220828901,0,0,14,2,220316,0
term_10,semiannual,ach,captive,standard,1,1,1,0.3406596470849115,20,0.5953783697383077,0,0,8,1,375923,0
term_10,annual,credit_card,captive,pref_plus,1,1,0,0.4156350863789555,37,0.7691655368980653,0,0,18,7,105095,0
whole_life,monthly,ach,independent,preferred,1,1,1,0.25777981779200626,32,0.07574198990180958,0,0,2,6,133354,1
term_10,monthly,ach,captive,standard,0,1,2,0.23439029508320602,57,0.46334924997801213,1,41,10,5,320403,1
ul,monthly,credit_card,independent,pref_plus,1,1,0,0.4320534170059123,45,0.7506750806202822,1,89,18,0,268139,1
term_10,annual,credit_card,independent,preferred,0,0,0,0.647889170306992,22,0.5393000228934971,1,100,11,4,206287,0
term_10,monthly,ach,captive,standard,1,1,0,0.035417840987766236,58,0.515882758169984,1,108,1,0,281378,0
ul,quarterly,check,captive,pref_plus,0,1,1,0.37171229876028855,39,0.30979748240195,0,0,7,5,335310,0
term_20,semiannual,ach,independent,standard,0,0,2,0.5045036957040121,50,0.7905342946229694,0,0,8,7,165464,1
term_20,quarterly,check,independent,pref_plus,1,1,0,0.6644611148250787,26,0.5127057518432212,0,0,21,0,242995,1
iul,monthly,credit_card,captive,pref_plus,1,1,0,0.8099796425468895,22,0.7968653694858737,0,0,17,2,253079,1
iul,quarterly,check,online,preferred,1,1,0,0.39843263444914845,25,0.8638360805537688,1,28,17,2,274500,0
whole_life,monthly,credit_card,captive,substandard,1,1,0,0.8445046875773455,43,0.8370837132506721,0,0,4,6,301538,0
term_10,quarterly,check,independent,preferred,0,0,0,0.5411132102210845,64,0.5941648771780449,0,0,12,0,92559,0
term_20,quarterly,credit_card,independent,preferred,1,1,0,0.6128457118210673,67,0.512848167793412,0,0,21,0,292893,1
iul,monthly,ach,captive,preferred,0,0,0,0.23692463618696297,60,0.500587152238498,0,0,17,3,97311,1
iul,monthly,ach,captive,standard,0,0,0,0.5406800616814069,65,0.9543015680397042,1,78,9,5,247038,0
term_10,annual,credit_card,independent,standard,0,1,0,0.6301125172495681,58,0.561858093944321,1,58,17,3,165579,0
term_20,monthly,ach,captive,preferred,1,1,0,0.31212917464082984,57,0.7895691331414958,1,113,4,6,265726,0
term_20,semiannual,check,captive,preferred,0,1,0,0.0,41,0.6868320467088107,0,0,7,5,303249,0
term_10,quarterly,ach,captive,preferred,0,1,0,0.4798013967573536,34,0.5259245994292573,0,0,0,1,254574,1
whole_life,monthly,credit_card,independent,standard,0,1,0,0.407013098410628,51,0.5544522311318224,1,105,11,3,197746,0
term_20,monthly,ach,captive,standard,0,1,0,0.7188505671948537,21,0.8130117464003311,0,0,16,5,144727,0
term_20,quarterly,credit_card,captive,standard,1,1,0,0.34233767337611776,28,0.6056273908223836,0,0,6,0,247041,1
term_10,semiannual,check,online,standard,0,0,0,0.3089980291711171,42,0.518313354984343,1,56,11,0,217432,0
term_20,monthly,ach,independent,preferred,1,1,0,0.21571579924190182,51,0.4547629973046864,0,0,7,0,276919,1
term_10,quarterly,credit_card,captive,standard,0,0,0,0.3239832018589458,38,0.6576121920142244,0,0,8,7,215547,1
term_20,monthly,ach,captive,standard,0,0,0,0.9833908793823138,58,0.5070369336167567,1,27,6,11,362170,1
term_10,monthly,credit_card,captive,preferred,1,1,0,0.1326699614122014,53,0.7068998449019692,1,111,19,0,253734,0
iul,monthly,credit_card,captive,substandard,0,1,0,0.18294180385130726,33,1.0,0,0,8,5,323554,0
term_10,quarterly,ach,captive,preferred,0,0,0,0.43913946016476285,23,0.6932568933152121,1,2,10,8,210071,0
term_20,monthly,ach,captive,standard,0,1,1,0.8449130606817539,33,0.9247387270710969,0,0,9,0,308804,1
term_10,annual,ach,captive,standard,0,0,0,0.5983090990643426,66,0.471330494101858,1,38,14,4,299913,0
term_10,quarterly,ach,independent,standard,1,1,0,0.7604657272390922,31,0.7231161176505815,0,0,27,8,195545,0
term_10,annual,credit_card,captive,pref_plus,1,1,0,0.3729895594001605,56,0.8260141888944685,1,42,29,2,130202,1
term_10,annual,ach,captive,standard,0,1,0,0.17197904186404628,54,0.8483681792795019,1,43,10,2,351460,0
term_10,monthly,check,independent,pref_plus,1,1,0,0.36015687825421383,68,0.8302692911767904,0,0,14,8,216404,0
term_20,monthly,check,captive,pref_plus,0,0,2,0.42505931508963213,66,0.6029848669815959,0,0,18,1,198311,1
whole_life,monthly,check,independent,standard,1,1,1,0.4521914583056816,63,0.7601850875591731,0,0,19,0,225974,1
term_10,monthly,credit_card,captive,preferred,1,1,0,0.4072029369862493,35,0.4168356635048961,0,0,16,2,174263,1
term_20,monthly,ach,independent,standard,0,1,1,0.5681469021461466,41,0.8892822149315042,0,0,18,10,300400,0
term_20,monthly,credit_card,captive,preferred,1,1,0,0.3076166427698573,44,0.42861252525487725,0,0,14,6,249282,1
term_10,monthly,credit_card,captive,substandard,0,1,1,0.2645682892346862,53,0.8257448597316639,1,112,8,5,254187,1
term_20,monthly,check,independent,standard,1,1,0,0.20907620931913526,27,0.7878392043022852,1,43,18,5,341072,1
term_10,monthly,ach,captive,preferred,1,1,1,0.4910052707283858,62,0.7866954533860202,0,0,13,0,257980,1
term_10,quarterly,ach,captive,standard,0,1,0,0.47115017946712423,52,0.9718047451248297,0,0,14,5,376045,1
term_20,monthly,check,captive,preferred,1,1,0,0.6682845353697604,30,0.7894324199675642,0,0,4,1,248415,1
iul,annual,credit_card,captive,standard,0,0,0,0.7593980474267776,22,0.3612143861635758,0,0,7,2,129529,1
iul,quarterly,ach,captive,standard,0,0,1,0.20852503873008166,20,0.7061738984579123,0,0,10,2,179073,1
iul,monthly,credit_card,captive,standard,1,1,0,0.45470434533660015,38,0.25991594418305725,0,0,15,7,191815,1
term_20,semiannual,ach,captive,standard,1,1,1,0.4089286273971243,35,0.5835967043406092,0,0,23,10,259022,0
term_10,semiannual,credit_card,independent,standard,0,0,0,0.142654164543851,27,0.5239661606139261,0,0,16,0,371766,1
term_20,quarterly,ach,independent,standard,1,1,0,0.34436637720103364,41,0.714811606321376,0,0,11,7,265091,0
term_10,quarterly,ach,captive,substandard,1,1,0,0.7633234882075992,21,0.45185828802794137,1,2,6,2,231714,0
term_10,monthly,ach,independent,pref_plus,1,1,0,0.32345947632869,51,0.45726178893524894,1,60,19,6,225743,0
term_10,monthly,ach,captive,preferred,1,1,1,0.29020285059661755,42,0.6902150403144797,0,0,14,4,293635,1
term_20,quarterly,ach,captive,standard,0,0,0,0.4395894573817559,33,0.8114577223798501,0,0,0,0,283238,0
term_20,monthly,ach,independent,preferred,0,1,0,0.6323381876286598,42,0.6004722414565019,0,0,18,0,313816,0
term_10,monthly,ach,independent,preferred,1,1,0,0.3890646493159595,42,1.0,0,0,14,2,193704,1
whole_life,monthly,credit_card,captive,standard,1,1,1,0.4755373020056942,62,0.5382115306640554,1,104,0,4,430065,0
term_20,semiannual,credit_card,online,preferred,1,1,0,0.0,52,0.7223524846371631,0,0,16,5,222439,0
ul,quarterly,credit_card,online,preferred,0,1,0,0.5644652184394732,31,0.6614254104825329,0,0,12,15,199172,0
term_10,annual,ach,captive,preferred,0,1,0,0.4942263183987014,61,0.5383041554690675,1,72,4,5,345571,0
term_20,annual,ach,independent,preferred,0,1,0,0.6269360771757808,36,0.8360508926677297,0,0,24,0,322202,0
term_10,monthly,credit_card,independent,preferred,0,0,0,0.07647503389781812,31,0.4397417510797028,0,0,14,8,198491,1
term_20,semiannual,credit_card,online,pref_plus,0,1,0,0.3895033264088483,56,0.22634923332244683,1,62,9,5,304227,0
term_10,monthly,check,independent,standard,0,1,0,0.6428363770290165,59,0.5772972655093871,0,0,7,2,215918,0
term_10,monthly,check,captive,preferred,1,1,0,0.3386126345845182,20,0.5537631633382601,1,96,11,0,283512,1
whole_life,annual,credit_card,independent,standard,0,1,1,0.4602106394447853,66,0.7913108054146748,0,0,11,2,268773,1
term_20,quarterly,credit_card,captive,substandard,1,1,0,0.3680749491392993,51,0.37504449664552786,1,22,15,8,453660,0
term_10,monthly,ach,independent,preferred,0,1,0,0.37297534641438435,40,0.6942671129924048,0,0,10,5,361226,0
iul,monthly,credit_card,independent,substandard,1,1,0,0.6834267467716204,57,0.6724772047411018,0,0,9,8,335328,0
term_10,quarterly,check,independent,preferred,0,1,1,0.16532152099076297,47,0.6581038598106849,0,0,13,8,311244,1
term_20,monthly,credit_card,captive,standard,1,1,0,0.43994482003362,67,0.7879340697440192,1,117,9,4,149733,1
term_20,monthly,ach,captive,substandard,0,1,0,0.5003523631205281,20,0.5957787096673612,1,46,11,0,264801,0
term_20,monthly,ach,independent,standard,1,1,0,0.6376201378257051,46,0.6093929757797143,0,0,20,0,214888,1
term_20,quarterly,ach,captive,preferred,1,1,0,0.425609079794571,55,0.681050322226532,1,63,9,0,245895,0
term_10,monthly,ach,captive,preferred,1,1,0,0.6437761138736917,21,0.5816470355227884,1,57,11,9,256877,0
whole_life,monthly,credit_card,captive,preferred,1,1,0,0.4390738416137864,63,0.3564106911957847,1,23,7,5,112813,0
term_10,quarterly,credit_card,independent,substandard,1,1,1,0.473908548318096,37,0.5261132129282111,1,95,18,2,227290,0
term_10,monthly,ach,captive,preferred,1,1,0,0.46626772964960533,20,0.5533874405883278,0,0,1,1,260164,0
term_20,monthly,credit_card,independent,preferred,0,0,0,0.5810555409545445,39,0.49876717389666003,0,0,7,7,324030,1
iul,quarterly,ach,captive,preferred,0,1,0,0.5583463392742027,62,0.5430307281352686,0,0,16,0,187309,0
ul,monthly,credit_card,independent,preferred,1,1,0,0.22738816229842856,67,0.6323286915325289,0,0,11,0,186772,0
iul,monthly,ach,captive,preferred,0,1,0,0.4934042951091327,27,0.5506911316150205,0,0,17,0,181464,0
whole_life,monthly,ach,captive,preferred,1,1,0,0.5581323183322094,39,0.7537155323189711,0,0,10,3,224548,0
whole_life,monthly,credit_card,captive,standard,1,1,1,0.74234618442704,62,0.7565235140096062,0,0,7,0,159786,1
term_20,annual,credit_card,captive,preferred,0,1,0,0.24826866716837187,21,0.17181943966261998,0,0,11,7,356150,0
iul,annual,credit_card,independent,preferred,1,1,0,0.5576893485135559,47,0.34203296811424355,0,0,4,3,312072,1
term_20,quarterly,ach,independent,preferred,1,1,1,0.38042313355982044,47,0.16714504023152565,1,22,7,0,467204,1
term_20,monthly,credit_card,independent,preferred,0,1,0,0.4883714834027451,38,0.550713462560536,0,0,17,2,207486,1
whole_life,quarterly,ach,independent,standard,1,1,0,0.23530044235277142,35,0.539519361301237,0,0,10,0,318838,0
term_20,monthly,ach,independent,preferred,1,1,1,0.4473234868672149,67,0.6271756806204037,1,30,11,2,152919,1
term_10,quarterly,credit_card,online,preferred,0,1,0,0.513785126153563,37,0.7516535479299993,0,0,12,7,367563,0
term_20,quarterly,credit_card,independent,preferred,1,1,1,0.2559746943639924,50,0.5923063010678771,0,0,2,2,232834,0
term_20,monthly,check,captive,pref_plus,1,1,0,0.7397521825962299,57,0.49148023631063603,1,67,2,0,243259,1
ul,monthly,ach,captive,standard,1,1,2,0.14115555505520688,21,0.5992232451675915,1,95,14,5,352034,0
term_20,quarterly,credit_card,independent,standard,0,1,0,0.5575113261327539,61,0.5110991978519143,1,39,9,1,347166,1
ul,annual,ach,independent,preferred,1,1,0,0.0,58,0.33407780162423584,0,0,10,5,171602,1
term_20,semiannual,credit_card,independent,preferred,1,1,2,0.39900331121237653,29,0.7724051416294357,1,118,15,4,241519,1
ul,semiannual,credit_card,captive,preferred,0,1,0,0.5459273710741648,29,0.6764221652101242,0,0,6,0,363994,0
term_10,quarterly,credit_card,independent,standard,1,1,0,0.5925257029090827,48,0.8608066060092469,0,0,8,0,220566,0
iul,monthly,credit_card,captive,preferred,1,1,0,0.42892539365617643,66,0.3773339014606946,1,89,9,1,274475,0
term_20,quarterly,credit_card,captive,substandard,0,1,0,0.4016750828298411,64,0.30934193107434305,0,0,14,4,293044,1
term_20,annual,ach,independent,pref_plus,1,1,0,0.5634886350453636,28,0.4315272787801281,1,69,9,10,362715,1
term_10,quarterly,check,independent,substandard,0,1,0,0.6401325087504991,50,0.67179455478967,1,67,8,0,303422,0
term_20,quarterly,check,captive,pref_plus,1,1,0,0.7259227005714108,44,0.7546114216845943,0,0,22,0,230521,1
term_20,monthly,ach,captive,preferred,0,1,0,0.19183731541113985,54,0.6515302493356372,0,0,12,7,92927,0
whole_life,quarterly,ach,independent,preferred,1,1,1,0.4098708447254915,46,0.6258513326157864,1,106,15,3,306283,0
iul,annual,ach,captive,preferred,0,0,1,0.01129360236158028,48,0.7538164682278216,1,6,1,2,263788,0
whole_life,monthly,credit_card,captive,substandard,1,1,0,0.176499827282789,48,0.5173026266753521,0,0,4,5,392069,1
term_20,monthly,check,independent,preferred,0,0,0,0.30917624467212573,20,0.7901604288718719,1,10,15,8,296059,1
term_20,monthly,credit_card,independent,pref_plus,1,1,1,0.6230023955473608,46,0.9573029489276907,0,0,10,7,204668,1
ul,monthly,ach,captive,substandard,1,1,1,0.3538213843520734,27,0.40870488549815126,1,42,9,0,150295,0
ul,monthly,ach,captive,preferred,0,0,0,0.39220704013209756,41,0.5542694936953099,0,0,6,4,236200,1
term_20,monthly,ach,independent,pref_plus,0,0,1,0.5100061345815725,47,0.349829536495079,1,1,17,7,279022,0
iul,monthly,ach,captive,pref_plus,1,1,0,0.3158877526753344,55,0.4262673634477492,0,0,15,2,258376,0
term_20,annual,ach,captive,preferred,0,1,0,0.05106482073789392,62,0.670657754768992,0,0,11,4,149030,1
